copy and paste JSON data,,,,,,,,add manually,automatic calculation,,,,,,,,num,start,end,opening hours,closing hours,stage,weapon 1,weapon 2,weapon 3,weapon 4,rare wepon,weapon set type,weapons text
496,1578441600,1578571200,4,30,5010,300,240,,0,3,30,5010,300,240,0,0,497,2020/01/10 3:00,2020/01/11 15:00,36,6,海上集落シャケト場,ケルビン525,シャープマーカー,クアッドホッパーブラック,ハイドラント,,普通編成,"ケルビン525,シャープマーカー,クアッドホッパーブラック,ハイドラント"
497,1578592800,1578722400,3,5020,20,5040,4020,,0,2,5020,20,5040,4020,0,0,498,2020/01/11 21:00,2020/01/13 19:00,46,2,難破船ドン･ブラコ,金？,金？,金？,金？,すべてのクマサン印のブキ,黄金編成,"金？,金？,金？,金？"
498,1578744000,1578909600,2,-2,-2,-2,-2,,3,1,-2,-2,-2,-2,0,4,499,2020/01/13 21:00,2020/01/15 9:00,36,6,シェケナダム,H3リールガン,デュアルスイーパー,カーボンローラー,ソイチューバー,,普通編成,"H3リールガン,デュアルスイーパー,カーボンローラー,ソイチューバー"
499,1578916800,1579046400,1,310,5030,1000,2060,,0,0,310,5030,1000,2060,0,0,500,2020/01/15 15:00,2020/01/17 3:00,36,6,朽ちた箱舟 ポラリス,わかばシューター,ヒッセン,ダイナモローラー,スプラスコープ,,普通編成,"わかばシューター,ヒッセン,ダイナモローラー,スプラスコープ"
500,1579068000,1579197600,5,10,3010,1020,2020,,0,4,10,3010,1020,2020,0,0,501,2020/01/17 9:00,2020/01/18 21:00,36,6,トキシラズいぶし工房,ボールドマーカー,オーバーフロッシャー,スパイガジェット,バレルスピナー,,普通編成,"ボールドマーカー,オーバーフロッシャー,スパイガジェット,バレルスピナー"
501,1579219200,1579348800,4,0,3030,6020,4010,,0,3,0,3030,6020,4010,0,0,502,2020/01/19 3:00,2020/01/20 21:00,42,6,海上集落シャケト場,クアッドホッパーブラック,L3リールガン,N-ZAP85,キャンピングシェルター,,普通編成,"クアッドホッパーブラック,L3リールガン,N-ZAP85,キャンピングシェルター"
502,1579370400,1579521600,3,5040,300,60,6010,,0,2,5040,300,60,6010,0,0,503,2020/01/21 3:00,2020/01/22 15:00,36,6,難破船ドン･ブラコ,スパッタリー,.96ガロン,プロモデラーMG,ジェットスイーパー,,普通編成,"スパッタリー,.96ガロン,プロモデラーMG,ジェットスイーパー"
503,1579543200,1579672800,2,5000,80,30,90,,0,1,5000,80,30,90,0,0,504,2020/01/22 21:00,2020/01/24 9:00,36,6,シェケナダム,スプラローラー,ケルビン525,バケットスロッシャー,ハイドラント,,普通編成,"スプラローラー,ケルビン525,バケットスロッシャー,ハイドラント"
504,1579694400,1579824000,1,1010,5020,3000,4020,,0,0,1010,5020,3000,4020,0,0,505,2020/01/24 15:00,2020/01/26 3:00,36,6,朽ちた箱舟 ポラリス,パブロ,プライムシューター,デュアルスイーパー,4Kスコープ,,普通編成,"パブロ,プライムシューター,デュアルスイーパー,4Kスコープ"
505,1579845600,1579975200,5,1100,70,5030,2040,,0,4,1100,70,5030,2040,0,0,506,2020/01/26 9:00,2020/01/28 3:00,42,6,トキシラズいぶし工房,.52ガロン,オーバーフロッシャー,スクイックリンα,緑？ (クマサン印のチャージャー),クマサン印のチャージャー,一緑編成,".52ガロン,オーバーフロッシャー,スクイックリンα,緑？ (クマサン印のチャージャー)"
506,1579996800,1580148000,4,50,3030,2000,-1,7020,1,3,50,3030,2000,8020,1,0,507,2020/01/28 9:00,2020/01/29 21:00,36,6,海上集落シャケト場,ヒッセン,ノーチラス47,シャープマーカー,14式竹筒銃・甲,,普通編成,"ヒッセン,ノーチラス47,シャープマーカー,14式竹筒銃・甲"
507,1580169600,1580299200,3,3010,4040,20,2050,,0,2,3010,4040,20,2050,0,0,508,2020/01/30 3:00,2020/01/31 15:00,36,6,シェケナダム,プロモデラーMG,スプラマニューバー,スパッタリー,スプラスコープ,,普通編成,"プロモデラーMG,スプラマニューバー,スパッタリー,スプラスコープ"
508,1580320800,1580450400,1,30,5010,5000,2020,,0,0,30,5010,5000,2020,0,0,509,2020/01/31 21:00,2020/02/02 15:00,42,6,朽ちた箱舟 ポラリス,N-ZAP85,ボールドマーカー,スプラローラー,ジェットスイーパー,,普通編成,"N-ZAP85,ボールドマーカー,スプラローラー,ジェットスイーパー"
509,1580472000,1580623200,5,60,0,1010,90,,0,4,60,0,1010,90,0,0,510,2020/02/02 21:00,2020/02/04 9:00,36,6,トキシラズいぶし工房,L3リールガン,ボトルガイザー,クアッドホッパーブラック,ハイドラント,,普通編成,"L3リールガン,ボトルガイザー,クアッドホッパーブラック,ハイドラント"
510,1580644800,1580774400,4,300,400,5040,4020,,0,3,300,400,5040,4020,0,0,511,2020/02/04 15:00,2020/02/06 3:00,36,6,難破船ドン･ブラコ,オーバーフロッシャー,バケットスロッシャー,わかばシューター,バレルスピナー,,普通編成,"オーバーフロッシャー,バケットスロッシャー,わかばシューター,バレルスピナー"
511,1580796000,1580925600,2,3030,3000,10,4010,,0,1,3030,3000,10,4010,0,0,512,2020/02/06 9:00,2020/02/07 21:00,36,6,海上集落シャケト場,ホットブラスター,.96ガロン,デュアルスイーパー,キャンピングシェルター,,普通編成,"ホットブラスター,.96ガロン,デュアルスイーパー,キャンピングシェルター"
512,1580947200,1581076800,3,210,80,5030,6010,,0,2,210,80,5030,6010,0,0,513,2020/02/08 3:00,2020/02/09 21:00,42,6,シェケナダム,緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),クマサン印のブラスター,全緑編成,"緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター)"
513,1581098400,1581249600,1,-1,-1,-1,-1,7000,2,0,8000,8000,8000,8000,4,0,514,2020/02/10 3:00,2020/02/11 15:00,36,6,朽ちた箱舟 ポラリス,ノヴァブラスター,スクリュースロッシャー,ノーチラス47,スプラチャージャー,,普通編成,"ノヴァブラスター,スクリュースロッシャー,ノーチラス47,スプラチャージャー"
514,1581271200,1581400800,5,200,3020,4040,2010,,0,4,200,3020,4040,2010,0,0,515,2020/02/11 21:00,2020/02/13 9:00,36,6,トキシラズいぶし工房,プライムシューター,ボトルガイザー,クーゲルシュライバー,スプラスコープ,,普通編成,"プライムシューター,ボトルガイザー,クーゲルシュライバー,スプラスコープ"
515,1581422400,1581552000,4,70,400,4030,2020,,0,3,70,400,4030,2020,0,0,516,2020/02/13 15:00,2020/02/15 3:00,36,6,海上集落シャケト場,ヴァリアブルローラー,オーバーフロッシャー,ケルビン525,ハイドラント,,普通編成,"ヴァリアブルローラー,オーバーフロッシャー,ケルビン525,ハイドラント"
516,1581573600,1581703200,3,1030,3030,5020,4020,,0,2,1030,3030,5020,4020,0,0,517,2020/02/15 9:00,2020/02/17 3:00,42,6,難破船ドン･ブラコ,L3リールガン,.96ガロン,ボールドマーカー,14式竹筒銃・甲,,普通編成,"L3リールガン,.96ガロン,ボールドマーカー,14式竹筒銃・甲"
517,1581724800,1581876000,2,300,80,0,2050,,0,1,300,80,0,2050,0,0,518,2020/02/17 9:00,2020/02/18 21:00,36,6,シェケナダム,ヒッセン,プロモデラーMG,スプラローラー,4Kスコープ,,普通編成,"ヒッセン,プロモデラーMG,スプラローラー,4Kスコープ"
518,1581897600,1582027200,1,3010,30,1010,2040,,0,0,3010,30,1010,2040,0,0,519,2020/02/19 3:00,2020/02/20 15:00,36,6,トキシラズいぶし工房,.52ガロン,ホットブラスター,スパイガジェット,スクイックリンα,,普通編成,".52ガロン,ホットブラスター,スパイガジェット,スクイックリンα"
519,1582048800,1582178400,4,50,210,6020,2000,,0,3,50,210,6020,2000,0,0,520,2020/02/20 21:00,2020/02/22 9:00,36,6,朽ちた箱舟 ポラリス,N-ZAP85,スプラシューター,パラシェルター,ソイチューバー,,普通編成,"N-ZAP85,スプラシューター,パラシェルター,ソイチューバー"
520,1582200000,1582329600,5,60,40,6000,2060,,0,4,60,40,6000,2060,0,0,521,2020/02/22 15:00,2020/02/24 9:00,42,6,海上集落シャケト場,クーゲルシュライバー,バケットスロッシャー,スプラスコープ,緑？ (クマサン印のシェルター),クマサン印のシェルター,一緑編成,"クーゲルシュライバー,バケットスロッシャー,スプラスコープ,緑？ (クマサン印のシェルター)"
521,1582351200,1582502400,3,4030,3000,2020,-1,7010,1,2,4030,3000,2020,8010,1,0,522,2020/02/24 15:00,2020/02/26 3:00,36,6,難破船ドン･ブラコ,クアッドホッパーブラック,パブロ,デュアルスイーパー,リッター4K,,普通編成,"クアッドホッパーブラック,パブロ,デュアルスイーパー,リッター4K"
522,1582524000,1582653600,2,5040,1100,5030,2030,,0,1,5040,1100,5030,2030,0,0,523,2020/02/26 9:00,2020/02/27 21:00,36,6,シェケナダム,ケルビン525,シャープマーカー,ホクサイ,スプラチャージャー,,普通編成,"ケルビン525,シャープマーカー,ホクサイ,スプラチャージャー"
523,1582675200,1582804800,1,5020,20,1110,2010,,0,0,5020,20,1110,2010,0,0,524,2020/02/28 3:00,2020/02/29 15:00,36,6,朽ちた箱舟 ポラリス,スパッタリー,スプラローラー,エクスプロッシャー,ラピッドブラスター,,普通編成,"スパッタリー,スプラローラー,エクスプロッシャー,ラピッドブラスター"
524,1582826400,1582956000,5,5000,1010,3040,240,,0,4,5000,1010,3040,240,0,0,525,2020/02/29 21:00,2020/03/02 15:00,42,6,トキシラズいぶし工房,.96ガロン,カーボンローラー,オーバーフロッシャー,4Kスコープ,,普通編成,".96ガロン,カーボンローラー,オーバーフロッシャー,4Kスコープ"
525,1582977600,1583128800,4,80,1000,3030,2040,,0,3,80,1000,3030,2040,0,0,526,2020/03/02 21:00,2020/03/04 9:00,36,6,海上集落シャケト場,ノーチラス47,ボールドマーカー,クラッシュブラスター,ジェットスイーパー,,普通編成,"ノーチラス47,ボールドマーカー,クラッシュブラスター,ジェットスイーパー"
526,1583150400,1583280000,3,4040,0,230,90,,0,2,4040,0,230,90,0,0,527,2020/03/04 15:00,2020/03/06 3:00,36,6,難破船ドン･ブラコ,わかばシューター,デュアルスイーパー,ダイナモローラー,キャンピングシェルター,,普通編成,"わかばシューター,デュアルスイーパー,ダイナモローラー,キャンピングシェルター"
527,1583301600,1583431200,2,10,5030,1020,6010,,0,1,10,5030,1020,6010,0,0,528,2020/03/06 9:00,2020/03/07 21:00,36,6,シェケナダム,H3リールガン,スパイガジェット,スプラスピナー,Rブラスターエリート,,普通編成,"H3リールガン,スパイガジェット,スプラスピナー,Rブラスターエリート"
528,1583452800,1583582400,1,310,6020,4000,250,,0,0,310,6020,4000,250,0,0,529,2020/03/08 3:00,2020/03/09 21:00,42,6,朽ちた箱舟 ポラリス,緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),クマサン印のチャージャー,全緑編成,"緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー)"
529,1583604000,1583755200,5,-1,-1,-1,-1,7020,2,4,8020,8020,8020,8020,4,0,530,2020/03/10 3:00,2020/03/11 15:00,36,6,トキシラズいぶし工房,スパッタリー,オーバーフロッシャー,バケットスロッシャー,リッター4K,,普通編成,"スパッタリー,オーバーフロッシャー,バケットスロッシャー,リッター4K"
530,1583776800,1583906400,4,5000,3030,3000,2030,,0,3,5000,3030,3000,2030,0,0,531,2020/03/11 21:00,2020/03/13 9:00,36,6,海上集落シャケト場,パブロ,スプラマニューバー,N-ZAP85,4Kスコープ,,普通編成,"パブロ,スプラマニューバー,N-ZAP85,4Kスコープ"
531,1583928000,1584057600,3,1100,5010,60,2040,,0,2,1100,5010,60,2040,0,0,532,2020/03/13 15:00,2020/03/15 3:00,36,6,難破船ドン･ブラコ,ケルビン525,プロモデラーMG,ボールドマーカー,キャンピングシェルター,,普通編成,"ケルビン525,プロモデラーMG,ボールドマーカー,キャンピングシェルター"
532,1584079200,1584208800,2,5020,30,0,6010,,0,1,5020,30,0,6010,0,0,533,2020/03/15 9:00,2020/03/17 3:00,42,6,シェケナダム,ボトルガイザー,シャープマーカー,ヒッセン,ソイチューバー,,普通編成,"ボトルガイザー,シャープマーカー,ヒッセン,ソイチューバー"
533,1584230400,1584381600,1,400,20,3010,2060,,0,0,400,20,3010,2060,0,0,534,2020/03/17 9:00,2020/03/18 21:00,36,6,朽ちた箱舟 ポラリス,デュアルスイーパー,スプラシューター,プライムシューター,14式竹筒銃・甲,,普通編成,"デュアルスイーパー,スプラシューター,プライムシューター,14式竹筒銃・甲"
534,1584403200,1584532800,5,5030,40,70,2050,,0,4,5030,40,70,2050,0,0,535,2020/03/19 3:00,2020/03/20 15:00,36,6,海上集落シャケト場,わかばシューター,.52ガロン,スクリュースロッシャー,Rブラスターエリート,,普通編成,"わかばシューター,.52ガロン,スクリュースロッシャー,Rブラスターエリート"
535,1584554400,1584684000,3,10,50,3020,250,,0,2,10,50,3020,250,0,0,536,2020/03/20 21:00,2020/03/22 15:00,42,6,難破船ドン･ブラコ,ノーチラス47,スパッタリー,スプラスコープ,緑？ (クマサン印のスロッシャー),クマサン印のスロッシャー,一緑編成,"ノーチラス47,スパッタリー,スプラスコープ,緑？ (クマサン印のスロッシャー)"
536,1584705600,1584856800,2,4040,5000,2020,-1,7030,1,1,4040,5000,2020,8030,1,0,537,2020/03/22 21:00,2020/03/24 9:00,36,6,シェケナダム,.96ガロン,スパイガジェット,プロモデラーMG,スクイックリンα,,普通編成,".96ガロン,スパイガジェット,プロモデラーMG,スクイックリンα"
537,1584878400,1585008000,1,80,6020,30,2000,,0,0,80,6020,30,2000,0,0,538,2020/03/24 15:00,2020/03/26 3:00,36,6,トキシラズいぶし工房,H3リールガン,ホットブラスター,ボールドマーカー,バレルスピナー,,普通編成,"H3リールガン,ホットブラスター,ボールドマーカー,バレルスピナー"
538,1585029600,1585159200,4,310,210,0,4010,,0,3,310,210,0,4010,0,0,539,2020/03/26 9:00,2020/03/27 21:00,36,6,朽ちた箱舟 ポラリス,スプラローラー,プライムシューター,ノヴァブラスター,スプラチャージャー,,普通編成,"スプラローラー,プライムシューター,ノヴァブラスター,スプラチャージャー"
539,1585180800,1585310400,5,1010,70,200,2010,,0,4,1010,70,200,2010,0,0,540,2020/03/28 3:00,2020/03/29 21:00,42,6,海上集落シャケト場,スクリュースロッシャー,N-ZAP85,ロングブラスター,ジェットスイーパー,,普通編成,"スクリュースロッシャー,N-ZAP85,ロングブラスター,ジェットスイーパー"
540,1585332000,1585483200,3,3020,60,220,90,,0,2,3020,60,220,90,0,0,541,2020/03/30 3:00,2020/03/31 15:00,36,6,難破船ドン･ブラコ,スプラスピナー,スプラシューター,カーボンローラー,14式竹筒銃・甲,,普通編成,"スプラスピナー,スプラシューター,カーボンローラー,14式竹筒銃・甲"
541,1585504800,1585634400,2,4000,40,1000,2050,,0,1,4000,40,1000,2050,0,0,542,2020/03/31 21:00,2020/04/02 9:00,36,6,シェケナダム,ヴァリアブルローラー,オーバーフロッシャー,ノーチラス47,ソイチューバー,,普通編成,"ヴァリアブルローラー,オーバーフロッシャー,ノーチラス47,ソイチューバー"
542,1585656000,1585785600,1,1030,3030,4040,2060,,0,0,1030,3030,4040,2060,0,0,543,2020/04/02 15:00,2020/04/04 3:00,36,6,朽ちた箱舟 ポラリス,シャープマーカー,クラッシュブラスター,ヒッセン,4Kスコープ,,普通編成,"シャープマーカー,クラッシュブラスター,ヒッセン,4Kスコープ"
543,1585807200,1585936800,5,20,230,3010,2040,,0,4,20,230,3010,2040,0,0,544,2020/04/04 9:00,2020/04/06 7:00,46,2,トキシラズいぶし工房,金？,金？,金？,金？,すべてのクマサン印のブキ,黄金編成,"金？,金？,金？,金？"
544,1585958400,1586124000,4,-2,-2,-2,-2,,3,3,-2,-2,-2,-2,0,4,545,2020/04/06 9:00,2020/04/07 21:00,36,6,海上集落シャケト場,スパイガジェット,デュアルスイーパー,クーゲルシュライバー,リッター4K,,普通編成,"スパイガジェット,デュアルスイーパー,クーゲルシュライバー,リッター4K"
545,1586131200,1586260800,3,6020,5030,4030,2030,,0,2,6020,5030,4030,2030,0,0,546,2020/04/08 3:00,2020/04/09 15:00,36,6,シェケナダム,スプラシューター,プライムシューター,スパッタリー,キャンピングシェルター,,普通編成,"スプラシューター,プライムシューター,スパッタリー,キャンピングシェルター"
546,1586282400,1586412000,1,40,70,5000,6010,,0,0,40,70,5000,6010,0,0,547,2020/04/09 21:00,2020/04/11 9:00,36,6,難破船ドン･ブラコ,バケットスロッシャー,プロモデラーMG,N-ZAP85,バレルスピナー,,普通編成,"バケットスロッシャー,プロモデラーMG,N-ZAP85,バレルスピナー"
547,1586433600,1586563200,2,3000,30,60,4010,,0,1,3000,30,60,4010,0,0,548,2020/04/11 15:00,2020/04/13 9:00,42,6,朽ちた箱舟 ポラリス,ホットブラスター,.52ガロン,ケルビン525,スプラチャージャー,,普通編成,"ホットブラスター,.52ガロン,ケルビン525,スプラチャージャー"
548,1586584800,1586736000,5,210,50,5020,2010,,0,4,210,50,5020,2010,0,0,549,2020/04/13 15:00,2020/04/15 3:00,36,6,トキシラズいぶし工房,クアッドホッパーブラック,パラシェルター,.96ガロン,ソイチューバー,,普通編成,"クアッドホッパーブラック,パラシェルター,.96ガロン,ソイチューバー"
549,1586757600,1586887200,4,5040,6000,80,2060,,0,3,5040,6000,80,2060,0,0,550,2020/04/15 9:00,2020/04/16 21:00,36,6,海上集落シャケト場,スプラスピナー,わかばシューター,ロングブラスター,4Kスコープ,,普通編成,"スプラスピナー,わかばシューター,ロングブラスター,4Kスコープ"
550,1586908800,1587038400,3,4000,10,220,2040,,0,2,4000,10,220,2040,0,0,551,2020/04/17 3:00,2020/04/18 15:00,36,6,難破船ドン･ブラコ,カーボンローラー,スクリュースロッシャー,デュアルスイーパー,キャンピングシェルター,,普通編成,"カーボンローラー,スクリュースロッシャー,デュアルスイーパー,キャンピングシェルター"
551,1587060000,1587189600,2,1000,3020,5030,6010,,0,1,1000,3020,5030,6010,0,0,552,2020/04/18 21:00,2020/04/20 15:00,42,6,シェケナダム,N-ZAP85,シャープマーカー,スプラスコープ,緑？ (クマサン印のシェルター),クマサン印のシェルター,一緑編成,"N-ZAP85,シャープマーカー,スプラスコープ,緑？ (クマサン印のシェルター)"
552,1587211200,1587362400,1,60,20,2020,-1,7010,1,0,60,20,2020,8010,1,0,553,2020/04/20 21:00,2020/04/22 9:00,36,6,朽ちた箱舟 ポラリス,スプラマニューバー,ヒッセン,ホットブラスター,リッター4K,,普通編成,"スプラマニューバー,ヒッセン,ホットブラスター,リッター4K"
553,1587384000,1587513600,5,5010,3010,210,2030,,0,4,5010,3010,210,2030,0,0,554,2020/04/22 15:00,2020/04/24 3:00,36,6,トキシラズいぶし工房,パブロ,ノーチラス47,パラシェルター,ソイチューバー,,普通編成,"パブロ,ノーチラス47,パラシェルター,ソイチューバー"
554,1587535200,1587664800,4,1100,4040,6000,2060,,0,3,1100,4040,6000,2060,0,0,555,2020/04/24 9:00,2020/04/25 21:00,36,6,海上集落シャケト場,.96ガロン,ボトルガイザー,ケルビン525,スプラチャージャー,,普通編成,".96ガロン,ボトルガイザー,ケルビン525,スプラチャージャー"
555,1587686400,1587816000,3,80,400,5020,2010,,0,2,80,400,5020,2010,0,0,556,2020/04/26 3:00,2020/04/27 21:00,42,6,難破船ドン･ブラコ,クラッシュブラスター,わかばシューター,スプラシューター,14式竹筒銃・甲,,普通編成,"クラッシュブラスター,わかばシューター,スプラシューター,14式竹筒銃・甲"
556,1587837600,1587988800,2,230,10,40,2050,,0,1,230,10,40,2050,0,0,557,2020/04/28 3:00,2020/04/29 15:00,36,6,シェケナダム,バケットスロッシャー,H3リールガン,バレルスピナー,スプラスコープ,,普通編成,"バケットスロッシャー,H3リールガン,バレルスピナー,スプラスコープ"
557,1588010400,1588140000,1,3000,310,4010,2020,,0,0,3000,310,4010,2020,0,0,558,2020/04/29 21:00,2020/05/01 9:00,36,6,朽ちた箱舟 ポラリス,オーバーフロッシャー,スパイガジェット,ホクサイ,4Kスコープ,,普通編成,"オーバーフロッシャー,スパイガジェット,ホクサイ,4Kスコープ"
558,1588161600,1588291200,5,3030,6020,1110,2040,,0,4,3030,6020,1110,2040,0,0,559,2020/05/01 15:00,2020/05/03 3:00,36,6,トキシラズいぶし工房,スプラローラー,ノーチラス47,プライムシューター,キャンピングシェルター,,普通編成,"スプラローラー,ノーチラス47,プライムシューター,キャンピングシェルター"
559,1588312800,1588442400,4,1010,4040,70,6010,,0,3,1010,4040,70,6010,0,0,560,2020/05/03 9:00,2020/05/05 3:00,42,6,海上集落シャケト場,緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),クマサン印のスロッシャー,全緑編成,"緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー),緑？ (クマサン印のスロッシャー)"
560,1588464000,1588615200,3,-1,-1,-1,-1,7030,2,2,8030,8030,8030,8030,4,0,561,2020/05/05 9:00,2020/05/06 21:00,36,6,難破船ドン･ブラコ,プロモデラーMG,パラシェルター,わかばシューター,スプラチャージャー,,普通編成,"プロモデラーMG,パラシェルター,わかばシューター,スプラチャージャー"
561,1588636800,1588766400,2,30,6000,10,2010,,0,1,30,6000,10,2010,0,0,562,2020/05/07 3:00,2020/05/08 15:00,36,6,朽ちた箱舟 ポラリス,ヴァリアブルローラー,バケットスロッシャー,スプラスピナー,Rブラスターエリート,,普通編成,"ヴァリアブルローラー,バケットスロッシャー,スプラスピナー,Rブラスターエリート"
562,1588788000,1588917600,5,1030,3000,4000,250,,0,4,1030,3000,4000,250,0,0,563,2020/05/08 21:00,2020/05/10 15:00,42,6,トキシラズいぶし工房,L3リールガン,スパイガジェット,スプラシューター,ラピッドブラスター,,普通編成,"L3リールガン,スパイガジェット,スプラシューター,ラピッドブラスター"
563,1588939200,1589090400,4,300,6020,40,240,,0,3,300,6020,40,240,0,0,564,2020/05/10 21:00,2020/05/12 9:00,36,6,海上集落シャケト場,.52ガロン,スクリュースロッシャー,ボールドマーカー,スクイックリンα,,普通編成,".52ガロン,スクリュースロッシャー,ボールドマーカー,スクイックリンα"
564,1589112000,1589241600,3,50,3020,0,2000,,0,2,50,3020,0,2000,0,0,565,2020/05/12 15:00,2020/05/14 3:00,36,6,シェケナダム,ノヴァブラスター,スプラマニューバー,ダイナモローラー,14式竹筒銃・甲,,普通編成,"ノヴァブラスター,スプラマニューバー,ダイナモローラー,14式竹筒銃・甲"
565,1589263200,1589392800,1,200,5010,1020,2050,,0,0,200,5010,1020,2050,0,0,566,2020/05/14 9:00,2020/05/15 21:00,36,6,難破船ドン･ブラコ,クアッドホッパーブラック,ヒッセン,ノーチラス47,4Kスコープ,,普通編成,"クアッドホッパーブラック,ヒッセン,ノーチラス47,4Kスコープ"
566,1589414400,1589544000,2,5040,3010,4040,2040,,0,1,5040,3010,4040,2040,0,0,567,2020/05/16 3:00,2020/05/17 21:00,42,6,朽ちた箱舟 ポラリス,スプラローラー,スパッタリー,キャンピングシェルター,緑？ (クマサン印のブラスター),クマサン印のブラスター,一緑編成,"スプラローラー,スパッタリー,キャンピングシェルター,緑？ (クマサン印のブラスター)"
567,1589565600,1589716800,5,1010,5000,6010,-1,7000,1,4,1010,5000,6010,8000,1,0,568,2020/05/18 3:00,2020/05/19 15:00,36,6,トキシラズいぶし工房,L3リールガン,わかばシューター,ケルビン525,スプラスコープ,,普通編成,"L3リールガン,わかばシューター,ケルビン525,スプラスコープ"
568,1589738400,1589868000,4,300,10,5020,2020,,0,3,300,10,5020,2020,0,0,569,2020/05/19 21:00,2020/05/21 9:00,36,6,海上集落シャケト場,ヴァリアブルローラー,シャープマーカー,ボトルガイザー,ハイドラント,,普通編成,"ヴァリアブルローラー,シャープマーカー,ボトルガイザー,ハイドラント"
569,1589889600,1590019200,3,1030,20,400,4020,,0,2,1030,20,400,4020,0,0,570,2020/05/21 15:00,2020/05/23 3:00,36,6,難破船ドン･ブラコ,H3リールガン,パラシェルター,ロングブラスター,スクイックリンα,,普通編成,"H3リールガン,パラシェルター,ロングブラスター,スクイックリンα"
570,1590040800,1590170400,2,310,6000,220,2000,,0,1,310,6000,220,2000,0,0,571,2020/05/23 9:00,2020/05/25 3:00,42,6,シェケナダム,スプラシューター,パブロ,バケットスロッシャー,Rブラスターエリート,,普通編成,"スプラシューター,パブロ,バケットスロッシャー,Rブラスターエリート"
571,1590192000,1590343200,1,40,1100,3000,250,,0,0,40,1100,3000,250,0,0,572,2020/05/25 9:00,2020/05/26 21:00,36,6,朽ちた箱舟 ポラリス,ダイナモローラー,スパイガジェット,デュアルスイーパー,14式竹筒銃・甲,,普通編成,"ダイナモローラー,スパイガジェット,デュアルスイーパー,14式竹筒銃・甲"
572,1590364800,1590494400,5,1020,6020,5030,2050,,0,4,1020,6020,5030,2050,0,0,573,2020/05/27 3:00,2020/05/28 15:00,36,6,海上集落シャケト場,.96ガロン,わかばシューター,ケルビン525,ラピッドブラスター,,普通編成,".96ガロン,わかばシューター,ケルビン525,ラピッドブラスター"
573,1590516000,1590645600,3,80,10,5020,240,,0,2,80,10,5020,240,0,0,574,2020/05/28 21:00,2020/05/30 9:00,36,6,トキシラズいぶし工房,オーバーフロッシャー,スプラスピナー,スプラローラー,4Kスコープ,,普通編成,"オーバーフロッシャー,スプラスピナー,スプラローラー,4Kスコープ"
574,1590667200,1590796800,4,3030,4000,1010,2040,,0,3,3030,4000,1010,2040,0,0,575,2020/05/30 15:00,2020/06/01 9:00,42,6,難破船ドン･ブラコ,緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),クマサン印のシェルター,全緑編成,"緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター)"
575,1590818400,1590969600,2,-1,-1,-1,-1,7010,2,1,8010,8010,8010,8010,4,0,576,2020/06/01 15:00,2020/06/03 3:00,36,6,シェケナダム,パラシェルター,ホットブラスター,カーボンローラー,リッター4K,,普通編成,"パラシェルター,ホットブラスター,カーボンローラー,リッター4K"
576,1590991200,1591120800,1,6000,210,1000,2030,,0,0,6000,210,1000,2030,0,0,577,2020/06/03 9:00,2020/06/04 21:00,36,6,朽ちた箱舟 ポラリス,パブロ,クアッドホッパーブラック,ダイナモローラー,スプラスコープ,,普通編成,"パブロ,クアッドホッパーブラック,ダイナモローラー,スプラスコープ"
577,1591142400,1591272000,5,1100,5040,1020,2020,,0,4,1100,5040,1020,2020,0,0,578,2020/06/05 3:00,2020/06/06 15:00,36,6,トキシラズいぶし工房,.52ガロン,クーゲルシュライバー,H3リールガン,スクイックリンα,,普通編成,".52ガロン,クーゲルシュライバー,H3リールガン,スクイックリンα"
578,1591293600,1591423200,4,50,4030,310,2000,,0,3,50,4030,310,2000,0,0,579,2020/06/06 21:00,2020/06/08 15:00,42,6,海上集落シャケト場,ヴァリアブルローラー,デュアルスイーパー,バレルスピナー,14式竹筒銃・甲,,普通編成,"ヴァリアブルローラー,デュアルスイーパー,バレルスピナー,14式竹筒銃・甲"
579,1591444800,1591596000,3,1030,5030,4010,2050,,0,2,1030,5030,4010,2050,0,0,580,2020/06/08 21:00,2020/06/10 9:00,36,6,難破船ドン･ブラコ,ヒッセン,スプラシューター,ボールドマーカー,Rブラスターエリート,,普通編成,"ヒッセン,スプラシューター,ボールドマーカー,Rブラスターエリート"
